order,i,indrep,avg,author_last,finit_1,finit_2,finit_abv,co_author,sinit_1,sinit_2,sinit_abv,journal,journal_isi,year_pub,study,study_num,subject,latitude,longitude,habitat,loc,trt_taxa,rsp_taxa,trt_taxa_less,rsp_taxa_less,sp1_taxname,sp1_type,sp2_taxname,sp2_type,data_from,data_type,data_var,type_cond,thirdparty_type,condition,duration_d,sep_con,exp_x,exp_n,exp_se,exp_sd,con_x,con_n,con_se,con_sd,data_coll,exclude
5349,27,kkkkkkkkkkkkkkkkkkkkkkkkkkk,2881,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra lawsoni,leafhopper,Erythroneutra arta,leafhopper,figure 5,fecundity,number of male progeny produced,species identity,na,Erythroneutra arta,49,1,2.98089,5,1.73907,3.888678738,0.963936,5,1.740404,3.891661652,scott,0
5350,27,kkkkkkkkkkkkkkkkkkkkkkkkkkk,2882,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra lawsoni,leafhopper,Erythroneutra ingrata,leafhopper,figure 5,fecundity,number of male progeny produced,species identity,na,Erythroneutra ingrata,49,1,27.7547,5,1.4506,3.243640208,27.7667,5,2.0289,4.53675832,scott,0
5351,27,kkkkkkkkkkkkkkkkkkkkkkkkkkk,2882,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra lawsoni,leafhopper,Erythroneutra ingrata,leafhopper,figure 5,fecundity,number of male progeny produced,species identity,na,Erythroneutra ingrata,49,1,8.26325,5,2.02895,4.536870123,7.69553,5,1.16071,2.595426462,scott,0
5352,27,kkkkkkkkkkkkkkkkkkkkkkkkkkk,2882,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra lawsoni,leafhopper,Erythroneutra ingrata,leafhopper,figure 5,fecundity,number of male progeny produced,species identity,na,Erythroneutra ingrata,49,1,1.81486,5,1.15938,2.592452492,1.24846,5,1.45056,3.243550765,scott,0
5353,27,kkkkkkkkkkkkkkkkkkkkkkkkkkk,2883,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra lawsoni,leafhopper,Erythroneutra torella,leafhopper,figure 6,fecundity,number of male progeny produced,species identity,na,Erythroneutra torella,49,1,38.2078,5,2.3371,5.22591447,27.7076,5,2.0452,4.573206228,scott,0
5354,27,kkkkkkkkkkkkkkkkkkkkkkkkkkk,2883,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra lawsoni,leafhopper,Erythroneutra torella,leafhopper,figure 6,fecundity,number of male progeny produced,species identity,na,Erythroneutra torella,49,1,12.1498,5,1.7504,3.914013388,7.7823,5,0.87591,1.958594302,scott,0
5355,27,kkkkkkkkkkkkkkkkkkkkkkkkkkk,2883,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra lawsoni,leafhopper,Erythroneutra torella,leafhopper,figure 6,fecundity,number of male progeny produced,species identity,na,Erythroneutra torella,49,1,6.23768,5,1.16923,2.614477761,1.28629,5,0.87591,1.958594302,scott,0
5356,27,kkkkkkkkkkkkkkkkkkkkkkkkkkk,2884,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra lawsoni,leafhopper,Erythroneutra usitata,leafhopper,figure 5,fecundity,number of male progeny produced,species identity,na,Erythroneutra usitata,49,1,33.2609,5,2.0303,4.539888815,27.4773,5,2.029,4.536981926,scott,0
5357,27,kkkkkkkkkkkkkkkkkkkkkkkkkkk,2884,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra lawsoni,leafhopper,Erythroneutra usitata,leafhopper,figure 5,fecundity,number of male progeny produced,species identity,na,Erythroneutra usitata,49,1,8.84328,5,1.73912,3.888790541,7.40738,5,1.4479,3.237602825,scott,0
5358,27,kkkkkkkkkkkkkkkkkkkkkkkkkkk,2884,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra lawsoni,leafhopper,Erythroneutra usitata,leafhopper,figure 5,fecundity,number of male progeny produced,species identity,na,Erythroneutra usitata,49,1,0.946828,5,1.449232,3.240581267,0.957489,5,1.740401,3.891654944,scott,0
5359,27,lllllllllllllllllllllllllll,2885,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra morgani,leafhopper,Erythroneutra torella,leafhopper,figure 5,fecundity,number of male progeny produced,species identity,na,Erythroneutra torella,49,1,38.1956,5,3.1897,7.132386028,27.4833,5,2.6087,5.833230533,scott,0
5360,27,lllllllllllllllllllllllllll,2885,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra morgani,leafhopper,Erythroneutra torella,leafhopper,figure 5,fecundity,number of male progeny produced,species identity,na,Erythroneutra torella,49,1,14.0665,5,2.8971,6.478112538,7.99041,5,2.89849,6.481220672,scott,0
5361,27,lllllllllllllllllllllllllll,2885,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra morgani,leafhopper,Erythroneutra torella,leafhopper,figure 5,fecundity,number of male progeny produced,species identity,na,Erythroneutra torella,49,1,1.82236,5,3.18963,7.132229503,0.385128,5,1.449232,3.240581267,scott,0
5362,27,lllllllllllllllllllllllllll,2886,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra morgani,leafhopper,Erythroneutra usitata,leafhopper,figure 6,fecundity,number of male progeny produced,species identity,na,Erythroneutra usitata,49,1,41.1127,5,2.3188,5.184994426,27.5002,5,2.3175,5.182087538,scott,0
5363,27,lllllllllllllllllllllllllll,2886,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra morgani,leafhopper,Erythroneutra usitata,leafhopper,figure 6,fecundity,number of male progeny produced,species identity,na,Erythroneutra usitata,49,1,18.1393,5,2.61,5.836137421,9.1685,5,2.3202,5.188124921,scott,0
5364,27,lllllllllllllllllllllllllll,2886,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra morgani,leafhopper,Erythroneutra usitata,leafhopper,figure 6,fecundity,number of male progeny produced,species identity,na,Erythroneutra usitata,49,1,2.12783,5,1.73913,3.888812902,0.690576,5,1.449274,3.240675182,scott,0
5365,27,mmmmmmmmmmmmmmmmmmmmmmmmmmm,2887,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra torella,leafhopper,Erythroneutra lawsoni,leafhopper,figure 6,fecundity,number of male progeny produced,species identity,na,Erythroneutra lawsoni,49,1,32.6375,5,2.0438,4.570075732,24.765,5,0.876,1.958795548,scott,0
5366,27,mmmmmmmmmmmmmmmmmmmmmmmmmmm,2887,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra torella,leafhopper,Erythroneutra lawsoni,leafhopper,figure 6,fecundity,number of male progeny produced,species identity,na,Erythroneutra lawsoni,49,1,10.0831,5,0.8759,1.958571941,8.92596,5,1.75184,3.917233326,scott,0
5367,27,mmmmmmmmmmmmmmmmmmmmmmmmmmm,2887,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra torella,leafhopper,Erythroneutra lawsoni,leafhopper,figure 6,fecundity,number of male progeny produced,species identity,na,Erythroneutra lawsoni,49,1,4.17101,5,1.45986,3.264346198,1.26207,5,0.87591,1.958594302,scott,0
5368,27,mmmmmmmmmmmmmmmmmmmmmmmmmmm,2888,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra torella,leafhopper,Erythroneutra morgani,leafhopper,figure 5,fecundity,number of male progeny produced,species identity,na,Erythroneutra morgani,49,1,35.0326,5,2.8972,6.478336144,24.6102,5,1.7391,3.88874582,scott,0
5369,27,mmmmmmmmmmmmmmmmmmmmmmmmmmm,2888,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra torella,leafhopper,Erythroneutra morgani,leafhopper,figure 5,fecundity,number of male progeny produced,species identity,na,Erythroneutra morgani,49,1,15.8282,5,2.3201,5.187901315,8.01439,5,1.44923,3.240576795,scott,0
5370,27,mmmmmmmmmmmmmmmmmmmmmmmmmmm,2888,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra torella,leafhopper,Erythroneutra morgani,leafhopper,figure 5,fecundity,number of male progeny produced,species identity,na,Erythroneutra morgani,49,1,2.42737,5,1.73907,3.888678738,1.5685,5,0.86953,1.944328188,scott,0
5371,27,nnnnnnnnnnnnnnnnnnnnnnnnnnn,2889,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra usitata,leafhopper,Erythroneutra arta,leafhopper,figure 6,fecundity,number of male progeny produced,species identity,na,Erythroneutra arta,49,1,37.2996,5,2.0438,4.570075732,31.7629,5,2.9224,6.534685057,scott,0
5372,27,nnnnnnnnnnnnnnnnnnnnnnnnnnn,2889,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra usitata,leafhopper,Erythroneutra arta,leafhopper,figure 6,fecundity,number of male progeny produced,species identity,na,Erythroneutra arta,49,1,14.7465,5,1.7519,3.91736749,7.75001,5,1.75317,3.920207296,scott,0
5373,27,nnnnnnnnnnnnnnnnnnnnnnnnnnn,2889,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra usitata,leafhopper,Erythroneutra arta,leafhopper,figure 6,fecundity,number of male progeny produced,species identity,na,Erythroneutra arta,49,1,4.16294,5,1.45985,3.264323837,1.25534,5,1.75182,3.917188604,scott,0
5374,27,nnnnnnnnnnnnnnnnnnnnnnnnnnn,2890,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra usitata,leafhopper,Erythroneutra lawsoni,leafhopper,figure 5,fecundity,number of male progeny produced,species identity,na,Erythroneutra lawsoni,49,1,30.6776,5,3.1883,7.129255533,31.268,5,3.1883,7.129255533,scott,0
5375,27,nnnnnnnnnnnnnnnnnnnnnnnnnnn,2890,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra usitata,leafhopper,Erythroneutra lawsoni,leafhopper,figure 5,fecundity,number of male progeny produced,species identity,na,Erythroneutra lawsoni,49,1,7.99907,5,3.18693,7.12619212,7.71855,5,1.44923,3.240576795,scott,0
5376,27,nnnnnnnnnnnnnnnnnnnnnnnnnnn,2890,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra usitata,leafhopper,Erythroneutra lawsoni,leafhopper,figure 5,fecundity,number of male progeny produced,species identity,na,Erythroneutra lawsoni,49,1,0.969483,5,1.449227,3.240570087,0.982809,5,1.449231,3.240579031,scott,0
5377,27,nnnnnnnnnnnnnnnnnnnnnnnnnnn,2891,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra usitata,leafhopper,Erythroneutra morgani,leafhopper,figure 6,fecundity,number of male progeny produced,species identity,na,Erythroneutra morgani,49,1,37.609,5,1.448,3.237826431,31.5341,5,2.61,5.836137421,scott,0
5378,27,nnnnnnnnnnnnnnnnnnnnnnnnnnn,2891,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra usitata,leafhopper,Erythroneutra morgani,leafhopper,figure 6,fecundity,number of male progeny produced,species identity,na,Erythroneutra morgani,49,1,16.0876,5,2.029,4.536981926,7.69385,5,1.44794,3.237692267,scott,0
5379,27,nnnnnnnnnnnnnnnnnnnnnnnnnnn,2891,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra usitata,leafhopper,Erythroneutra morgani,leafhopper,figure 6,fecundity,number of male progeny produced,species identity,na,Erythroneutra morgani,49,1,2.97335,5,2.02899,4.536959566,1.24491,5,1.16075,2.595515905,scott,0
5380,27,ooooooooooooooooooooooooooo,2892,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra arta,leafhopper,Erythroneutra bella,leafhopper,figure 6,fecundity,number of male progeny produced,abundance,na,2 females per cage,49,1,41.118,5,2.3202,5.188124921,33.0154,5,2.0303,4.539888815,scott,0
5381,27,ooooooooooooooooooooooooooo,2893,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra arta,leafhopper,Erythroneutra bella,leafhopper,figure 6,fecundity,number of male progeny produced,abundance,na,6 females per cage,49,1,14.0894,5,2.3188,5.184994426,8.01576,5,1.44794,3.237692267,scott,0
5382,27,ooooooooooooooooooooooooooo,2894,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra arta,leafhopper,Erythroneutra bella,leafhopper,figure 6,fecundity,number of male progeny produced,abundance,na,10 females per cage,49,1,4.16617,5,0.57971,1.296270967,1.27697,5,1.16075,2.595515905,scott,0
5383,27,ppppppppppppppppppppppppppp,2895,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra arta,leafhopper,Erythroneutra lawsoni,leafhopper,figure 5,fecundity,number of male progeny produced,abundance,na,2 females per cage,49,1,37.3488,5,2.0303,4.539888815,33.0131,5,2.0289,4.53675832,scott,0
5384,27,ppppppppppppppppppppppppppp,2896,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra arta,leafhopper,Erythroneutra lawsoni,leafhopper,figure 5,fecundity,number of male progeny produced,abundance,na,6 females per cage,49,1,10.0329,5,2.6086,5.833006926,7.72478,5,2.02892,4.536803041,scott,0
5385,27,ppppppppppppppppppppppppppp,2897,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra arta,leafhopper,Erythroneutra lawsoni,leafhopper,figure 5,fecundity,number of male progeny produced,abundance,na,10 females per cage,49,1,1.55559,5,2.89979,6.48412756,1.56756,5,1.16071,2.595426462,scott,0
5386,27,qqqqqqqqqqqqqqqqqqqqqqqqqqq,2898,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra arta,leafhopper,Erythroneutra usitata,leafhopper,figure 6,fecundity,number of male progeny produced,abundance,na,2 females per cage,49,1,36.4493,5,3.2116,7.181355917,33.2483,5,2.3358,5.223007582,scott,0
5387,27,qqqqqqqqqqqqqqqqqqqqqqqqqqq,2899,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra arta,leafhopper,Erythroneutra usitata,leafhopper,figure 6,fecundity,number of male progeny produced,abundance,na,6 females per cage,49,1,12.727,5,2.0451,4.572982621,8.06754,5,1.75183,3.917210965,scott,0
5388,27,qqqqqqqqqqqqqqqqqqqqqqqqqqq,2900,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra arta,leafhopper,Erythroneutra usitata,leafhopper,figure 6,fecundity,number of male progeny produced,abundance,na,10 females per cage,49,1,3.31124,5,1.16923,2.614477761,1.2809,5,0.87592,1.958616663,scott,0
5389,27,rrrrrrrrrrrrrrrrrrrrrrrrrrr,2901,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra lawsoni,leafhopper,Erythroneutra arta,leafhopper,figure 5,fecundity,number of male progeny produced,abundance,na,2 females per cage,49,1,30.0801,5,2.8985,6.481243033,27.4821,5,2.0303,4.539888815,scott,0
5390,27,rrrrrrrrrrrrrrrrrrrrrrrrrrr,2902,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra lawsoni,leafhopper,Erythroneutra arta,leafhopper,figure 5,fecundity,number of male progeny produced,abundance,na,6 females per cage,49,1,8.56108,5,2.31872,5.184815541,7.41233,5,1.15938,2.592452492,scott,0
5391,27,rrrrrrrrrrrrrrrrrrrrrrrrrrr,2903,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra lawsoni,leafhopper,Erythroneutra arta,leafhopper,figure 5,fecundity,number of male progeny produced,abundance,na,10 females per cage,49,1,2.98089,5,1.73907,3.888678738,0.963936,5,1.740404,3.891661652,scott,0
5392,27,sssssssssssssssssssssssssss,2904,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra lawsoni,leafhopper,Erythroneutra ingrata,leafhopper,figure 5,fecundity,number of male progeny produced,abundance,na,2 females per cage,49,1,27.7547,5,1.4506,3.243640208,27.7667,5,2.0289,4.53675832,scott,0
5393,27,sssssssssssssssssssssssssss,2905,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra lawsoni,leafhopper,Erythroneutra ingrata,leafhopper,figure 5,fecundity,number of male progeny produced,abundance,na,6 females per cage,49,1,8.26325,5,2.02895,4.536870123,7.69553,5,1.16071,2.595426462,scott,0
5394,27,sssssssssssssssssssssssssss,2906,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra lawsoni,leafhopper,Erythroneutra ingrata,leafhopper,figure 5,fecundity,number of male progeny produced,abundance,na,10 females per cage,49,1,1.81486,5,1.15938,2.592452492,1.24846,5,1.45056,3.243550765,scott,0
5395,27,ttttttttttttttttttttttttttt,2907,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra lawsoni,leafhopper,Erythroneutra torella,leafhopper,figure 6,fecundity,number of male progeny produced,abundance,na,2 females per cage,49,1,38.2078,5,2.3371,5.22591447,27.7076,5,2.0452,4.573206228,scott,0
5396,27,ttttttttttttttttttttttttttt,2908,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra lawsoni,leafhopper,Erythroneutra torella,leafhopper,figure 6,fecundity,number of male progeny produced,abundance,na,6 females per cage,49,1,12.1498,5,1.7504,3.914013388,7.7823,5,0.87591,1.958594302,scott,0
5397,27,ttttttttttttttttttttttttttt,2909,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra lawsoni,leafhopper,Erythroneutra torella,leafhopper,figure 6,fecundity,number of male progeny produced,abundance,na,10 females per cage,49,1,6.23768,5,1.16923,2.614477761,1.28629,5,0.87591,1.958594302,scott,0
5398,27,uuuuuuuuuuuuuuuuuuuuuuuuuuu,2910,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra lawsoni,leafhopper,Erythroneutra usitata,leafhopper,figure 5,fecundity,number of male progeny produced,abundance,na,2 females per cage,49,1,33.2609,5,2.0303,4.539888815,27.4773,5,2.029,4.536981926,scott,0
5399,27,uuuuuuuuuuuuuuuuuuuuuuuuuuu,2911,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra lawsoni,leafhopper,Erythroneutra usitata,leafhopper,figure 5,fecundity,number of male progeny produced,abundance,na,6 females per cage,49,1,8.84328,5,1.73912,3.888790541,7.40738,5,1.4479,3.237602825,scott,0
5400,27,uuuuuuuuuuuuuuuuuuuuuuuuuuu,2912,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra lawsoni,leafhopper,Erythroneutra usitata,leafhopper,figure 5,fecundity,number of male progeny produced,abundance,na,10 females per cage,49,1,0.946828,5,1.449232,3.240581267,0.957489,5,1.740401,3.891654944,scott,0
5401,27,vvvvvvvvvvvvvvvvvvvvvvvvvvv,2913,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra morgani,leafhopper,Erythroneutra torella,leafhopper,figure 5,fecundity,number of male progeny produced,abundance,na,2 females per cage,49,1,38.1956,5,3.1897,7.132386028,27.4833,5,2.6087,5.833230533,scott,0
5402,27,vvvvvvvvvvvvvvvvvvvvvvvvvvv,2914,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra morgani,leafhopper,Erythroneutra torella,leafhopper,figure 5,fecundity,number of male progeny produced,abundance,na,6 females per cage,49,1,14.0665,5,2.8971,6.478112538,7.99041,5,2.89849,6.481220672,scott,0
5403,27,vvvvvvvvvvvvvvvvvvvvvvvvvvv,2915,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra morgani,leafhopper,Erythroneutra torella,leafhopper,figure 5,fecundity,number of male progeny produced,abundance,na,10 females per cage,49,1,1.82236,5,3.18963,7.132229503,0.385128,5,1.449232,3.240581267,scott,0
5404,27,wwwwwwwwwwwwwwwwwwwwwwwwwww,2916,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra morgani,leafhopper,Erythroneutra usitata,leafhopper,figure 6,fecundity,number of male progeny produced,abundance,na,2 females per cage,49,1,41.1127,5,2.3188,5.184994426,27.5002,5,2.3175,5.182087538,scott,0
5405,27,wwwwwwwwwwwwwwwwwwwwwwwwwww,2917,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra morgani,leafhopper,Erythroneutra usitata,leafhopper,figure 6,fecundity,number of male progeny produced,abundance,na,6 females per cage,49,1,18.1393,5,2.61,5.836137421,9.1685,5,2.3202,5.188124921,scott,0
5406,27,wwwwwwwwwwwwwwwwwwwwwwwwwww,2918,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra morgani,leafhopper,Erythroneutra usitata,leafhopper,figure 6,fecundity,number of male progeny produced,abundance,na,10 females per cage,49,1,2.12783,5,1.73913,3.888812902,0.690576,5,1.449274,3.240675182,scott,0
5407,27,xxxxxxxxxxxxxxxxxxxxxxxxxxx,2919,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra torella,leafhopper,Erythroneutra lawsoni,leafhopper,figure 6,fecundity,number of male progeny produced,abundance,na,2 females per cage,49,1,32.6375,5,2.0438,4.570075732,24.765,5,0.876,1.958795548,scott,0
5408,27,xxxxxxxxxxxxxxxxxxxxxxxxxxx,2920,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra torella,leafhopper,Erythroneutra lawsoni,leafhopper,figure 6,fecundity,number of male progeny produced,abundance,na,6 females per cage,49,1,10.0831,5,0.8759,1.958571941,8.92596,5,1.75184,3.917233326,scott,0
